Name,Price,Reviews,Weight,Class_info,Rating,Grocery,Sports-Nutrition
"Nutiva, Organic Hemp Protein, 1.87 lbs (851 g)",47.47,551.0,851.0,Sports-Nutrition,4.4,0,1
"Vibrant Health, Maximum Vibrance, Version 6.1, Vanilla Bean, 618.6 g (21.82 oz)",106.13,75.0,618.6,Sports-Nutrition,4.2,0,1
"MRM, Veggie Protein with Superfoods, Chocolate, 1.26 lb (570 g)",27.12,144.0,570.0,Sports-Nutrition,4.1,0,1
"PlantFusion, Complete Protein, Rich Chocolate, 1 lb (450 g)",40.69,211.0,450.0,Sports-Nutrition,4.2,0,1
"Kuli Kuli, Moringa Energy Bar, Dark Chocolate, 12 Bars, 1.6 oz (45 g) Each",33.15,22.0,45.0,Sports-Nutrition,3.8,0,1
"NutraBio Labs, 100% Whey Protein Isolate,  Bourbon Banana Nut, 2 lb (907 g)",67.83,34.0,907.0,Sports-Nutrition,4.2,0,1
"Gaspari Nutrition, Proven Egg, 100% Egg White Protein, Chocolate, 2 lb (900 g)",72.35,49.0,900.0,Sports-Nutrition,4.7,0,1
"Xtend, Xtend Energy, Muscle Recovery + Energy, Knockout Fruit Punch, 12.3 oz (348 g)",45.21,24.0,348.0,Sports-Nutrition,4.3,0,1
"Vega, Sport, Hydrator, Lemon-Lime, 4.9 oz (139 g)",43.42,24.0,139.0,Sports-Nutrition,4.7,0,1
"ALLMAX Nutrition, CARBion+ with Electrolytes, Lemon Lime, 30.7 oz (725 g)",45.21,34.0,725.0,Sports-Nutrition,4.7,0,1
"ALLMAX Nutrition, Isoflex, 100% Pure Whey Protein Isolate (WPI Ion-Charged Particle Filtration), Cookies & Cream, 5 lb (2.27 kg)",128.13,42.0,2270.0,Sports-Nutrition,4.6,0,1
"Vega, One, All-in-One Shake, Chocolate, 13.2 oz (375 g)",62.41,139.0,375.0,Sports-Nutrition,4.5,0,1
"Muscletech, ISO Whey Clear, Ultra-Pure Protein Isolate, Orange Dreamsicle, 1.10 lbs (505 g)",45.21,33.0,505.0,Sports-Nutrition,4.3,0,1
"ALLMAX Nutrition, Real Food Sourced Meal Prep, All-in-One Meal, Blueberry Cobbler, 5.6 lb (2.54 kg)",90.44,332.0,2540.0,Sports-Nutrition,4.3,0,1
"ProSupps, Plant Perform, Performance Plant Protein, Rich Chocolate, 2 lbs (907 g)",60.29,17.0,907.0,Sports-Nutrition,4.5,0,1
"KOS, Organic Plant Protein, Salted Caramel Coffee, 1.2 lb (555 g)",52.75,34.0,555.0,Sports-Nutrition,4.0,0,1
"Vitamin Bounty, Meal For Keto, Meal Replacement, Chocolate, 465 g",52.75,23.0,465.0,Sports-Nutrition,4.3,0,1
"Natural Factors, CLA, 1,000 mg, 60 Softgels",10.16,7.0,0.0,Sports-Nutrition,3.9,0,1
"Ora, Aloe Gorgeous, Vegan Collagen-Boosting Powder Supplement, Vanilla , 8.47 oz (240 g)",52.75,6.0,240.0,Sports-Nutrition,4.5,0,1
"Cellucor, C4 Shot Rocks, Popping Energy Rocks, Watermelon, 12 Vials, 0.5 oz (15 g) Each",37.67,7.0,15.0,Sports-Nutrition,4.3,0,1
"EVLution Nutrition, LEAN BCAA, Blue Raz, 8.36 oz (237 g)",33.92,44.0,237.0,Sports-Nutrition,4.5,0,1
"ALLMAX Nutrition, CVOL, Post, Coconut Lime Mojito, 13.2 oz (375 g)",48.82,49.0,375.0,Sports-Nutrition,4.6,0,1
"ALLMAX Nutrition, ACUTS, Amino-Charged Energy Drink, Pina Colada, 7.4 oz (210 g)",30.5,78.0,210.0,Sports-Nutrition,4.6,0,1
"Universal Nutrition, Animal Meal, Chocolate, 5 lbs (2.27 kg)",106.59,40.0,2270.0,Sports-Nutrition,4.4,0,1
"ALLMAX Nutrition, AMINOCORE BCAA, Pineapple Mango,  0.69 lbs (315 g)",37.96,209.0,315.0,Sports-Nutrition,4.6,0,1
"EVLution Nutrition, Stacked Greens Raw Superfood, Orchard Apple, 5.7 oz (162 g)",33.89,66.0,162.0,Sports-Nutrition,4.7,0,1
"Dymatize Nutrition, ISO100 Hydrolyzed, 100% Whey Protein Isolate, Cocoa Pebbles, 1.6 lb (725 g)",50.85,377.0,725.0,Sports-Nutrition,4.7,0,1
"Optimum Nutrition, Gold Standard 100% Casein, Naturally Flavored, Chocolate Creme, 4 lbs (1.81 kg)",139.11,89.0,1810.0,Sports-Nutrition,4.1,0,1
"Now Foods, Sports, Arginine Stack, Tropical Punch , 2.2 lbs. (1 kg)",40.81,51.0,1000.0,Sports-Nutrition,4.4,0,1
"Larabar, The Original Fruit & Nut Food Bar, Cherry Pie, 16 Bars, 1.7 oz (48 g) Each",38.9,276.0,48.0,Sports-Nutrition,4.4,0,1
"ALLMAX Nutrition, IMPACT Igniter, Pre-Workout, Blue Raspberry, 11.6 oz (328 g)",52.75,53.0,328.0,Sports-Nutrition,4.4,0,1
"ALLMAX Nutrition, Isoflex, Pure Whey Protein Isolate (WPI Ion-Charged Particle Filtration), Pineapple Coconut, 2 lbs (907 g)",60.29,110.0,907.0,Sports-Nutrition,4.6,0,1
"BPI Sports, Best BCAA, Fruit Punch, 10.58 oz (300 g)",33.14,189.0,300.0,Sports-Nutrition,4.5,0,1
"MRM, Veggie Meal Replacement, Vanilla Bean, 3 lbs (1,361 g)",50.84,44.0,361.0,Sports-Nutrition,3.5,0,1
"Trace Minerals Research, Electrolyte Stamina Power Pak, Pineapple Coconut, 30 Packets, 0.22 oz (6.1 g) Each",20.34,48.0,6.1,Sports-Nutrition,4.4,0,1
"Lenny & Larry's, The COMPLETE Cookie, Salted Caramel, 12 Cookies, 4 oz (113 g) Each",42.11,76.0,113.0,Sports-Nutrition,4.5,0,1
"Manitoba Harvest, Hemp Yeah!, Protein-Packed Super Seed Bar, Dark Chocolate Cacao, 12 Bars, 1.59 oz (45 g) Each",31.51,14.0,45.0,Sports-Nutrition,3.4,0,1
"Vega,  Sugar-Free Energizer, Strawberry Lemonade, 4.3 oz (122 g)",57.89,26.0,122.0,Sports-Nutrition,4.6,0,1
"Dr. Axe / Ancient Nutrition, Multi Collagen Protein, 40 Single Stick Packets, 0.36 oz (10.1 g) Each",78.33,59.0,10.1,Sports-Nutrition,4.8,0,1
"Vital Proteins, Vital Performance Protein, Strawberry, 1.68 lb (761 g)",45.23,10.0,761.0,Sports-Nutrition,5.0,0,1
"Lenny & Larry's, The COMPLETE Cookie, Salted Caramel, 12 Cookies, 4 oz (113 g) Each",42.11,76.0,113.0,Sports-Nutrition,4.5,0,1
"Manitoba Harvest, Hemp Yeah!, Protein-Packed Super Seed Bar, Dark Chocolate Cacao, 12 Bars, 1.59 oz (45 g) Each",31.51,14.0,45.0,Sports-Nutrition,3.4,0,1
"Vega,  Sugar-Free Energizer, Strawberry Lemonade, 4.3 oz (122 g)",57.89,26.0,122.0,Sports-Nutrition,4.6,0,1
"Trace Minerals Research, Electrolyte Stamina Power Pak, Pineapple Coconut, 30 Packets, 0.22 oz (6.1 g) Each",20.34,48.0,6.1,Sports-Nutrition,4.4,0,1
"GAT, Testrol Elite, Testosterone Booster, Raging Razz, 6.1 oz (174 g)",43.71,47.0,174.0,Sports-Nutrition,4.6,0,1
"Dr. Axe / Ancient Nutrition, Multi Collagen Protein, 40 Single Stick Packets, 0.36 oz (10.1 g) Each",78.33,59.0,10.1,Sports-Nutrition,4.8,0,1
"Vega, One, All-In-One Shake, Chocolate, 3 lbs (1.7 kg)",197.8,139.0,1700.0,Sports-Nutrition,4.5,0,1
"Essential Living Foods, Organic Matcha Vanilla Protein Smoothie, 6 oz (170 g)",12.02,4.0,170.0,Sports-Nutrition,3.8,0,1
"Gaia Herbs, Red Beet, Soluble Crystals, 7 oz (200 g)",33.15,2.0,200.0,Sports-Nutrition,5.0,0,1
"Grenade, Carb Killa, High Protein Bar, Dark Chocolate Raspberry, 12 Bars, 2.12 oz (60 g) Each",47.16,71.0,60.0,Sports-Nutrition,4.4,0,1
"NutraBio Labs, Reload Recovery Matrix, Orange Mango, 1.83 lb (829 g)",60.29,27.0,829.0,Sports-Nutrition,4.9,0,1
"BSN, Syntha-6, Cold Stone Creamery, Birthday Cake Remix, 4.56 lb (2.07 kg)",94.68,83.0,2070.0,Sports-Nutrition,4.4,0,1
"EVLution Nutrition, BCAA5000, Furious Grape, 9.10 oz (258 g)",30.5,68.0,258.0,Sports-Nutrition,4.7,0,1
"Optimum Nutrition, ESSENTIAL AMIN.O. ENERGY, Orange Cooler, 1.29 lbs (585 g)",92.6,193.0,585.0,Sports-Nutrition,4.7,0,1
"Optimum Nutrition, ESSENTIAL AMIN.O. ENERGY, Blueberry Mojito Flavor, 9.5 oz (270 g)",44.61,70.0,270.0,Sports-Nutrition,4.6,0,1
"ALLMAX Nutrition, ACUTS, Amino-Charged Energy Drink, Grape Escape, 7.4 oz (210 g)",30.5,66.0,210.0,Sports-Nutrition,4.5,0,1
"Isopure, Zero Carb, Protein Powder, Strawberries & Cream, 3 lb (1.36 kg)",95.11,89.0,1360.0,Sports-Nutrition,4.1,0,1
"Isopure, Zero Carb, Protein Powder, Strawberries & Cream, 3 lb (1.36 kg)",95.11,89.0,1360.0,Sports-Nutrition,4.1,0,1
"Optimum Nutrition, ESSENTIAL AMIN.O. ENERGY, Green Apple, 9.5 oz (270 g)",44.61,66.0,270.0,Sports-Nutrition,4.5,0,1
"Olympian Labs, CLA, 3,000 mg, 210 Softgels",62.96,103.0,0.0,Sports-Nutrition,4.3,0,1
"Nutiva, Organic Hemp Seed Protein, 30 oz (851 g)",34.07,468.0,851.0,Sports-Nutrition,4.4,0,1
"Natural Factors, Whey Factors, Grass Fed Whey Protein, Natural Strawberry, 2 lb (907 g)",49.39,89.0,907.0,Sports-Nutrition,4.4,0,1
"Naturade, Pea Protein Vegan Shake,  Vanilla, 15.2 oz (432 g)",31.19,54.0,432.0,Sports-Nutrition,4.3,0,1
"Nature's Plus, Spiru-Tein, High Protein Energy Meal, Strawberry, 2.4 lbs (1088 g)",55.33,84.0,1088.0,Sports-Nutrition,4.3,0,1
"Orgain, Organic Meal, All-In-One Nutrition Powder, Vanilla Bean, 2.01 lbs (912 g)",65.97,29.0,912.0,Sports-Nutrition,3.9,0,1
"Gaspari Nutrition, Aminolast, Recovery & Endurance BCAA Superfuel, Strawberry Kiwi, 14.8 oz (420 g)",40.69,105.0,420.0,Sports-Nutrition,4.6,0,1
"Amazing Grass, Protein Superfood, The Original, 12.2 oz (348 g)",50.62,68.0,348.0,Sports-Nutrition,4.4,0,1
"ALLMAX Nutrition, Isoflex, Pure Whey Protein Isolate (WPI Ion-Charged Particle Filtration), Vanilla, 5 lbs (2.27 kg)",128.13,179.0,2270.0,Sports-Nutrition,4.5,0,1
"ALLMAX Nutrition, IsoNatural  Pure Whey Protein Isolate, Chocolate, 2 lbs (907 g)",60.29,93.0,907.0,Sports-Nutrition,4.5,0,1
"Sports Research, Sweet Sweat Workout Enhancer, Unscented, 13.5 oz (383 g)",66.26,358.0,383.0,Sports-Nutrition,4.5,0,1
"Amazing Grass, Organic Protein & Kale Powder, Plant Based, Smooth Chocolate, 19.6 oz (555 g)",47.73,71.0,555.0,Sports-Nutrition,4.4,0,1
"Cure Hydration, Hydration Mix, Golden Hour Ginger Turmeric, 14 Packs, 0.29 oz (8.3 g) Each",28.92,10.0,8.3,Sports-Nutrition,4.7,0,1
"EFX Sports, Kre-Alkalyn EFX Powder, Rainbow Blast, 7.76 oz (220 g)",45.21,8.0,220.0,Sports-Nutrition,4.4,0,1
"PEScience, High Volume, Supreme Nitric Oxide Matrix, Caffeine Free, Raspberry Lemonade, 8.9 oz (252 g)",52.75,10.0,252.0,Sports-Nutrition,5.0,0,1
"Sunwarrior, Illumin8 Lean Meal, Vanilla, 1.59 lb (720 g)",66.29,7.0,720.0,Sports-Nutrition,4.7,0,1
"Jigsaw Health, Pickleball Cocktail, Orange Electrolyte Drink, 60 Packets, 10.58 oz (300 g)",75.33,1.0,300.0,Sports-Nutrition,5.0,0,1
"JYM Supplement Science, Pre JYM, High Performance Pre-Workout, Pineapple Strawberry, 1.1 lbs (520 g)",57.27,2.0,520.0,Sports-Nutrition,5.0,0,1
"JYM Supplement Science, Pre JYM, High-Performance Pre-Workout, Black Cherry, 1.7 lbs (780 g)",73.86,6.0,780.0,Sports-Nutrition,5.0,0,1
"Trace Minerals Research, Hydration I.V., Electrolyte Drink Paks, Raspberry Lemonade Flavor, 16 Packets, 0.56 oz (16 g) Each",34.57,8.0,16.0,Sports-Nutrition,4.1,0,1
"Sports Research, Pre-Sweat Advanced Pre-Workout, Citrus Starter, 14.46 oz (410 g)",52.43,7.0,410.0,Sports-Nutrition,4.7,0,1
"Optimum Nutrition, ESSENTIAL AMIN.O. ENERGY, Pineapple, 9.5 oz (270 g)",44.61,145.0,270.0,Sports-Nutrition,4.6,0,1
"Universal Nutrition, Animal Juiced Aminos, Strawberry Limeade, 12.9 oz (366 g)",45.42,75.0,366.0,Sports-Nutrition,4.7,0,1
"ALLMAX Nutrition, Quick Mass  Rapid Mass Gain Catalyst, Cookies & Cream, 6 lbs (2.72 kg)",75.96,67.0,2720.0,Sports-Nutrition,4.5,0,1
"BSN, Syntha-6, Ultra Premium Protein Matrix, Chocolate Peanut Butter, 2.91 lbs (1.32 kg)",64.93,240.0,1320.0,Sports-Nutrition,4.7,0,1
"Optimum Nutrition, ESSENTIAL AMIN.O. ENERGY, Concord Grape, 1.29 lbs (585 g)",92.6,412.0,585.0,Sports-Nutrition,4.7,0,1
"Optimum Nutrition, CLA, 750 mg, 90 Softgels",40.37,64.0,0.75,Sports-Nutrition,4.1,0,1
"Universal Nutrition, Animal Whey Isolate Loaded, Chocolate, 5 lb (2.3 kg)",133.23,143.0,2300.0,Sports-Nutrition,4.7,0,1
"ALLMAX Nutrition, Quick Mass, Rapid Mass Gain Catalyst, Strawberry-Banana, 6 lbs (2.72 kg)",75.96,22.0,2720.0,Sports-Nutrition,4.5,0,1
"Garden of Life, Organic Plant Protein, Grain Free, Smooth Coffee, 8.6 oz (244 g)",34.62,34.0,244.0,Sports-Nutrition,3.9,0,1
"Mt. Capra, Capra Mineral Whey, 12.7 oz (360 g)",39.35,240.0,360.0,Sports-Nutrition,4.6,0,1
"Cellucor, Cor-Performance Glutamine, Unflavored, 12.69 oz (360 g)",27.14,13.0,360.0,Sports-Nutrition,4.6,0,1
"EFX Sports, Karbolyn Fuel, Fruit Punch, 35.3 oz (1,000 g)",45.21,9.0,0.0,Sports-Nutrition,4.7,0,1
"Universal Nutrition, Animal Juiced Aminos, Enhanced BCAA, Orange Juiced, 13.3 oz (377 g)",47.49,18.0,377.0,Sports-Nutrition,4.5,0,1
"ALLMAX Nutrition, Isoflex, Pure Whey Protein Isolate (WPI Ion-Charged Particle Filtration), Chocolate Mint, 5 lbs (2.27 kg)",128.13,51.0,2270.0,Sports-Nutrition,4.5,0,1
"Paradise Herbs, Pea Protein, Unflavored, 16 oz (454 g)",26.38,31.0,454.0,Sports-Nutrition,4.5,0,1
"Nutrex Research, Outlift, Clinically Dosed Pre-Workout Powerhouse, Fruit Punch, 17.5 oz (496 g)",55.67,11.0,496.0,Sports-Nutrition,4.6,0,1
"Natural Factors, CLA , 1,000 mg, 90 Softgels",23.29,25.0,0.0,Sports-Nutrition,4.7,0,1
"California Gold Nutrition, HydrationUP, Electrolyte Drink Mix, Tropical Fruit, 20 Packets, 0.17 oz (4.8 g) Each",18.09,748.0,4.8,Sports-Nutrition,4.5,0,1
"Amazing Grass, Amazing Protein, Digest, Tahitian Vanilla Flavor, 5 Billion CFU, 13.2 oz (375 g)",47.73,25.0,375.0,Sports-Nutrition,4.7,0,1
"Lake Avenue Nutrition, L-Glutamine, 1,000 mg, 240 Veggie Capsules",40.7,159.0,0.0,Sports-Nutrition,4.6,0,1
"Dr. Axe / Ancient Nutrition, Multi Collagen Protein, Recovery, Mixed Berry, 9.45 oz (268 g)",36.12,25.0,268.0,Sports-Nutrition,3.8,0,1
"ProSupps, L-Carnitine 1500, Cherry Popsicle, 1,500 mg, 16 fl oz (473 ml)",20.94,72.0,0.5,Sports-Nutrition,4.8,0,1
"Kaged Muscle, Re-Kaged, Premium Post-Workout, Orange Kream, 1.84 lb (834 g)",60.29,35.0,834.0,Sports-Nutrition,4.7,0,1
"Trace Minerals Research, Electrolyte Stamina PowerPak, Acai Berry, 30 Packets, 0.18 oz (5.2 g) Each",20.34,44.0,5.2,Sports-Nutrition,4.5,0,1
"GNC, Beyond Raw, Precision BCAA, Strawberry Banana, 1.36 lb (615.6 g)",36.18,3.0,615.6,Sports-Nutrition,4.0,0,1
"Manitoba Harvest, Organic Hemp Yeah!, Max Fiber Hemp Protein Powder, Chocolate, 1 lb (454 g)",20.34,2.0,454.0,Sports-Nutrition,5.0,0,1
"Sunwarrior, Illumin8 Lean Meal, Salted Caramel, 1.59 lb (720 g)",66.29,33.0,720.0,Sports-Nutrition,4.0,0,1
"Vital Proteins, Vital Performance Protein, Cold Brew Coffee, 1.72 lb (782 g)",45.23,11.0,782.0,Sports-Nutrition,4.4,0,1
"Bluebonnet Nutrition, Whey Protein Isolate, French Vanilla, 1 lb. (462 g)",38.08,14.0,462.0,Sports-Nutrition,4.8,0,1
"Xtend, Elite, 7G BCAA, Island Punch Fusion, 12.7 oz (360 g)",42.2,7.0,360.0,Sports-Nutrition,4.4,0,1
"Kaged Muscle, PRE-KAGED Sport, Pre-Workout Performance Formula, Mango Lime, 9.38 oz (266 g)",35.25,1.0,266.0,Sports-Nutrition,5.0,0,1
"Nutrex Research, Outlift, Clinically Dosed Pre-Workout Powerhouse, Miami Vice, 17.7 oz (502 g)",55.68,5.0,502.0,Sports-Nutrition,4.6,0,1
"Sunwarrior, Plant-Based Clean Keto Protein Peptides, Tropical Vanilla, 1.59 lb (720 g)",67.77,35.0,720.0,Sports-Nutrition,4.0,0,1
"Universal Nutrition, Animal Immune Pak, Daily Defense, Orange Mango Flavor, 11.5 oz (327 g)",45.86,14.0,327.0,Sports-Nutrition,4.8,0,1
"GNC, Beyond Raw, Chemistry Labs, Creatine HCI, 4.23 oz (120 g)",33.15,19.0,120.0,Sports-Nutrition,4.7,0,1
"Optimum Nutrition, ESSENTIAL AMIN.O. ENERGY + ELECTROLYTES, Tangerine Wave, 10.05 oz (285 g)",44.61,43.0,285.0,Sports-Nutrition,4.8,0,1
"Optimum Nutrition, ESSENTIAL AMIN.O. ENERGY + ELECTROLYTES, Pineapple Twist, 10.05 oz (285 g)",44.61,41.0,285.0,Sports-Nutrition,4.6,0,1
"ALLMAX Nutrition, CytoGreens, Premium Green Superfood for Athletes, Chocolate, 1.5 lbs (690 g)",81.38,15.0,690.0,Sports-Nutrition,4.5,0,1
"EVLution Nutrition, Stacked Plant Protein, Natural Chocolate, 1.5 lb (670 g)",33.08,66.0,670.0,Sports-Nutrition,4.4,0,1
"BSN, Isoburn, Metabolic Activating Whey Isolate Blend, Vanilla Ice Cream, 1.32 lb (600 g)",51.7,107.0,600.0,Sports-Nutrition,4.6,0,1
"Muscletech, 100% Grass-Fed Whey Protein, Deluxe Vanilla, 1.8 lbs (816 g)",36.15,4.0,816.0,Sports-Nutrition,4.8,0,1
"MRM, Nutrition, Gainer, Chocolate, 1 Billion Probiotics, 3.3 lb (1,512 g)",47.05,77.0,512.0,Sports-Nutrition,4.2,0,1
"Life Enhancement, InnerPower with Xylitol, Cherry Citrus, 581 g",102.56,24.0,581.0,Sports-Nutrition,4.7,0,1
"Gaspari Nutrition, Aminolast, Recovery & Endurance, BCAA Superfuel, Watermelon Blast, 14.8 oz (420 g)",40.69,28.0,420.0,Sports-Nutrition,4.6,0,1
"PlantFusion, Complete Protein, Cookies and Cream, 2 lb (900 g)",69.33,57.0,900.0,Sports-Nutrition,4.0,0,1
"Sports Research, Sweet Sweat Workout Enhancer, 13.5 oz (383 g)",66.26,358.0,383.0,Sports-Nutrition,4.5,0,1
"California Gold Nutrition, HydrationUP, Electrolyte Drink Mix, Fruit Punch, 20 Packets, 0.15 oz (4.2 g) Each",18.09,760.0,4.2,Sports-Nutrition,4.6,0,1
"Amazing Grass, Amazing Protein, Digest, Mayan Chocolate Flavor, 5 Billion CFU, 14.2 oz (405 g)",47.73,19.0,405.0,Sports-Nutrition,4.4,0,1
"JNX Sports, The Curse, Pre-Workout, Pina Colada, 8.8 oz (250 g)",42.95,40.0,250.0,Sports-Nutrition,4.8,0,1
"ALLMAX Nutrition, Hexapro, Ultra-Premium 6-Protein Blend, Chocolate, 5 lbs (2.27 kg)",90.44,32.0,2270.0,Sports-Nutrition,4.7,0,1
"Controlled Labs, PURPLE WRAATH, Freedom Pop, 2.54 lbs (1152 g)",104.08,24.0,1152.0,Sports-Nutrition,4.5,0,1
"Gaspari Nutrition, Omega-3, 2,400 mg, 60 Softgels",37.67,32.0,0.4,Sports-Nutrition,4.8,0,1
"Gaspari Nutrition, Omega-3, 2,400 mg, 60 Softgels",37.67,32.0,0.4,Sports-Nutrition,4.8,0,1
"Sunwarrior, Illumin8 Lean Meal, Snickerdoodle, 1.59 lb (720 g)",66.29,65.0,720.0,Sports-Nutrition,4.6,0,1
"ProSupps, Plant Perform, Performance Plant Protein, Vanilla Creme, 2 lbs (907 g)",60.29,630.0,907.0,Sports-Nutrition,4.3,0,1
"Four Sigmatic, Plant-Based Protein with Superfoods, Sweet Vanilla, 1.32 lbs (600 g)",71.76,9.0,600.0,Sports-Nutrition,5.0,0,1
"KOS, Organic Plant Based Protein with Blue Spirulina + Immunity Blend, Blueberry Muffin, 1.3 lb (585 g)",52.75,18.0,585.0,Sports-Nutrition,4.2,0,1
"Caveman Foods, Protein Bar, Chocolate Almond Butter, 12 Bars, 1.52 oz (43 g) Each",36.0,2.0,43.0,Sports-Nutrition,4.5,0,1
"Orgain, Keto, Organic Plant Protein Powder, Chocolate, 0.97 lb (440 g)",45.83,1.0,440.0,Sports-Nutrition,5.0,0,1
"Vital Proteins, Vital Performance Protein, Chocolate, 1.72 lb (782 g)",45.23,7.0,782.0,Sports-Nutrition,4.7,0,1
"Vital Proteins, Vital Performance Protein Bar, Vanilla Coconut, 12 Bars, 1.94 oz (55 g) Each",54.27,6.0,55.0,Sports-Nutrition,4.3,0,1
"JYM Supplement Science, Pre JYM, High Performance Pre-Workout, Pineapple Strawberry, 1.7 lbs (780 g)",73.86,5.0,780.0,Sports-Nutrition,5.0,0,1
"Sports Research, Sweet Sweat Workout Enhancer, Coconut , 13.5 oz (383 g)",66.26,65.0,383.0,Sports-Nutrition,4.5,0,1
"KIND Bars, Energy, Peanut Butter, 12 Bars, 2.1 oz (60 g) Each",33.68,12.0,60.0,Sports-Nutrition,4.4,0,1
"Sprout Living, Epic Protein, Organic Plant Protein + Superfoods, Pro Collagen, 0.8 lb (364 g)",52.69,42.0,364.0,Sports-Nutrition,4.6,0,1
"EVLution Nutrition, BCAA5000, Lemon Lime, 9.10 oz (258 g)",30.5,88.0,258.0,Sports-Nutrition,4.6,0,1
"ALLMAX Nutrition, ACUTS, Amino-Charged Energy Drink, Blue Raspberry, 7.4 oz (210 g)",30.5,65.0,210.0,Sports-Nutrition,4.6,0,1
"Isopure, Low Carb Protein Powder, Dutch Chocolate, 1 lb (454 g)",33.45,444.0,454.0,Sports-Nutrition,4.3,0,1
"ALLMAX Nutrition, CaseinFX, 100% Casein Micellar Protein, Vanilla, 2 lbs. (907 g)",61.03,50.0,907.0,Sports-Nutrition,4.2,0,1
"Optimum Nutrition, Protein Almonds, Cookies & Creme, 12 Packets, 1.5 oz (43 g) Each",48.79,38.0,43.0,Sports-Nutrition,4.5,0,1
"BSN, Syntha-6, Cold Stone Creamery, Cookie Doughn't You Want Some, 2.59 lb (1.17 kg)",64.93,47.0,1170.0,Sports-Nutrition,4.8,0,1
"Dr. Mercola, Carnitine Complex, 1,000 mg, 60 Capsules",41.04,32.0,0.0,Sports-Nutrition,4.9,0,1
"Dymatize Nutrition, Athlete's BCAA, Fruit Punch, 10.58 oz (300 g)",33.89,45.0,300.0,Sports-Nutrition,4.8,0,1
"Muscletech, 100% Grass-Fed Whey Protein, Triple Chocolate, 1.8 lbs (816 g)",36.15,17.0,816.0,Sports-Nutrition,4.6,0,1
"Nutiva, Organic Hemp Protein Powder, Chocolate, 16 oz (454 g)",28.46,117.0,454.0,Sports-Nutrition,4.3,0,1
"NB Pure, Plant Protein+, 2.34 lbs (1065 g)",56.04,61.0,1065.0,Sports-Nutrition,4.4,0,1
"Zint, Premium Beef Gelatin, Thickening Protein Powder, 16 oz (454 g)",30.14,190.0,454.0,Sports-Nutrition,4.8,0,1
"Amazing Grass, Protein Superfood, Chocolate Peanut Butter, 15.1 oz (430 g)",50.62,106.0,430.0,Sports-Nutrition,4.4,0,1
"ALLMAX Nutrition, Isoflex, Pure Whey Protein Isolate (WPI Ion-Charged Particle Filtration), Banana, 5 lbs (2.27 kg)",128.13,58.0,2270.0,Sports-Nutrition,4.7,0,1
"ALLMAX Nutrition, IsoNatural, Pure Whey Protein Isolate, Vanilla, 5 lbs (2.27 kg)",128.13,95.0,2270.0,Sports-Nutrition,4.3,0,1
"Natural Factors, Vegan Protein Factors, Vanilla Bean, 12 oz (340 g)",14.82,7.0,340.0,Sports-Nutrition,4.0,0,1
"Manitoba Harvest, Hemp Yeah!, Unsweetened, 32 oz (907 g)",28.22,189.0,907.0,Sports-Nutrition,4.5,0,1
"Vega, One, All-In-One Shake, Berry, 24.3 oz (688 g)",105.52,31.0,688.0,Sports-Nutrition,4.5,0,1
"No Cow, Protein Bar, S'mores, 12 Bars, 2.12 oz (60 g)",42.2,47.0,60.0,Sports-Nutrition,4.1,0,1
"MRM,  Veggie Elite Performance Protein, Matcha Latte, 2.2 lb (1,020 g)",51.54,33.0,20.0,Sports-Nutrition,4.0,0,1
"Manitoba Harvest, Hemp Yeah! Max Fiber Hemp Protein Powder, Unsweetened, 32 oz (907 g)",35.43,15.0,907.0,Sports-Nutrition,4.6,0,1
"Conscious Kitchen, Vegan Protein Collagen Booster+, Vanilla Chai, 1.0 lbs (454 g)",36.18,11.0,454.0,Sports-Nutrition,3.5,0,1
"KOS, Organic Plant Based Protein, Chocolate Chip Mint, 1.3 lb (590.7 g)",45.21,23.0,590.7,Sports-Nutrition,4.2,0,1
"BioSchwartz, Natural Immunity Mix, 5.7 oz (162 g)",27.12,6.0,162.0,Sports-Nutrition,4.5,0,1
"PEScience, Vegan Series, Select Protein, Vanilla Indulgence, 26.7 oz (756 g)",52.75,17.0,756.0,Sports-Nutrition,3.9,0,1
"Cellucor, C4 Ripped Sport, Pre-Workout, Arctic Snow Cone, 8.7 oz (246 g)",36.17,13.0,246.0,Sports-Nutrition,4.7,0,1
"Kaged Muscle, Plantein, Premium Vegan Protein, Cinnamon Roll, 1.2 lb (537 g)",45.21,1.0,537.0,Sports-Nutrition,5.0,0,1
"Julian Bakery, InstaKetones, Orange Burst, 1.24 lbs (565 g)",101.14,30.0,565.0,Sports-Nutrition,3.7,0,1
"Vega, Protein Bar, Salted Caramel, 12 Bars, 2.5 oz (70 g) Each",59.53,34.0,70.0,Sports-Nutrition,3.8,0,1
"KIND Bars, Energy,  Dark Chocolate Peanut Butter , 12 Bars, 2.1 oz (60 g) Each",33.68,33.0,60.0,Sports-Nutrition,4.6,0,1
"ALLMAX Nutrition, Impact Pump, Blue Raspberry, 12.7 oz (360 g)",52.75,38.0,360.0,Sports-Nutrition,4.3,0,1
"Optimum Nutrition, Gold Standard 100% Isolate, Rich Vanilla, 2.91 lbs (1.32 kg)",98.43,167.0,1320.0,Sports-Nutrition,4.6,0,1
"Optimum Nutrition, ESSENTIAL AMIN.O. ENERGY, Fruit Fusion, 1.29 lbs (585 g)",92.6,234.0,585.0,Sports-Nutrition,4.6,0,1
